Department,Department Description,Category,Fund,Expenditure
265,"Health, Primary Health Care Centers",Payroll,378 - SEXUALLY TRANSMITTED DISEASES,"-$8,337.18"
265,"Health, Primary Health Care Centers",Payroll,050 - GENERAL FUND,"$20,104.70"
265,"Health, Primary Health Care Centers",Payroll,418 - FEDERAL HEALTH PROGRAM INCOME,"$16,248.85"
265,"Health, Primary Health Care Centers",Payroll,050 - GENERAL FUND,"$77,576.95"
265,"Health, Primary Health Care Centers",Payroll,418 - FEDERAL HEALTH PROGRAM INCOME,"$280,808.88"
266,"Health, Primary School & Adolesent",Fringe Benefits,353 - HOME HEALTH SERVICES,"$7,841.25"
266,"Health, Primary School & Adolesent",Contractual Services,353 - HOME HEALTH SERVICES,"$190,743.05"
266,"Health, Primary School & Adolesent",Contractual Services,353 - HOME HEALTH SERVICES,"$2,557.09"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$20,295.58"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$350,594.57"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$9,927.28"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$44,969.60"
300,Department of Water Works,Capital,756 - WATER WORKS CAPITAL,"$97,417.74"
300,Department of Water Works,Capital,897 - WATER WORKS IMPROVEMENT 11,"$758,910.23"
300,Department of Water Works,Capital,897 - WATER WORKS IMPROVEMENT 11,"$993,800.05"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$244,805.14"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$2,453,472.02"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$9,355.00"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$3,008.01"
300,Department of Water Works,Capital,898 - WATER WORKS IMPROVEMENT 12,"$24,419.00"
300,Department of Water Works,Inventory,204 - WATER WORKS STORES - MATERIALS,"$4,017.24"
300,Department of Water Works,Inventory,204 - WATER WORKS STORES - MATERIALS,"$16,253.60"
300,Department of Water Works,Inventory,214 - WATER WORKS STORES - CHEMICALS,"$21,829.00"
301,"Water Works, Business Services",Materials and Supplies,101 - WATER WORKS,"$17,399.35"
301,"Water Works, Business Services",Contractual Services,101 - WATER WORKS,"$4,984.85"
301,"Water Works, Business Services",Contractual Services,101 - WATER WORKS,"$7,285.55"
301,"Water Works, Business Services",Contractual Services,101 - WATER WORKS,"$2,400.00"
301,"Water Works, Business Services",Contractual Services,101 - WATER WORKS,"$25,906.92"
301,"Water Works, Business Services",Payroll,101 - WATER WORKS,"$49,339.89"
302,"Water Works, Commercial Services",Fixed Costs,101 - WATER WORKS,"$2,189.00"
302,"Water Works, Commercial Services",Materials and Supplies,101 - WATER WORKS,"$2,565.13"
302,"Water Works, Commercial Services",Materials and Supplies,101 - WATER WORKS,"$7,500.00"
302,"Water Works, Commercial Services",Contractual Services,101 - WATER WORKS,"$30,054.40"
302,"Water Works, Commercial Services",Contractual Services,101 - WATER WORKS,"$15,163.20"
302,"Water Works, Commercial Services",Contractual Services,101 - WATER WORKS,"$45,850.00"
302,"Water Works, Commercial Services",Contractual Services,101 - WATER WORKS,"$3,615.00"
302,"Water Works, Commercial Services",Contractual Services,101 - WATER WORKS,"$262,878.23"
302,"Water Works, Commercial Services",Payroll,101 - WATER WORKS,"$4,694.40"
302,"Water Works, Commercial Services",Payroll,101 - WATER WORKS,"$90,845.08"
303,"Water Works, Water Supply",Fixed Costs,101 - WATER WORKS,"$17,961.00"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$4,078.99"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$32,650.20"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$21,228.02"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$6,348.90"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$2,019.73"
303,"Water Works, Water Supply",Contractual Services,101 - WATER WORKS,"$22,895.00"
303,"Water Works, Water Supply",Payroll,101 - WATER WORKS,"$93,981.81"
303,"Water Works, Water Supply",Payroll,101 - WATER WORKS,"$115,608.80"
304,"Water Works, Distribution",Fringe Benefits,101 - WATER WORKS,"$2,513.48"
304,"Water Works, Distribution",Materials and Supplies,101 - WATER WORKS,"$131,966.37"
304,"Water Works, Distribution",Materials and Supplies,101 - WATER WORKS,"$28,304.02"
304,"Water Works, Distribution",Payroll,101 - WATER WORKS,"-$9,987.32"
305,"Water Works, Water Quality and Treatment",Materials and Supplies,101 - WATER WORKS,"-$3,972.15"
305,"Water Works, Water Quality and Treatment",Materials and Supplies,101 - WATER WORKS,"$39,974.33"
305,"Water Works, Water Quality and Treatment",Materials and Supplies,101 - WATER WORKS,"$173,379.82"
305,"Water Works, Water Quality and Treatment",Materials and Supplies,101 - WATER WORKS,"$381,887.22"
305,"Water Works, Water Quality and Treatment",Materials and Supplies,101 - WATER WORKS,"$4,613.10"
305,"Water Works, Water Quality and Treatment",Materials and Supplies,101 - WATER WORKS,"$9,395.27"
305,"Water Works, Water Quality and Treatment",Materials and Supplies,101 - WATER WORKS,"$2,053.48"
305,"Water Works, Water Quality and Treatment",Contractual Services,101 - WATER WORKS,"$4,479.44"
305,"Water Works, Water Quality and Treatment",Contractual Services,101 - WATER WORKS,"$3,342.56"
305,"Water Works, Water Quality and Treatment",Contractual Services,101 - WATER WORKS,"$5,262.00"
305,"Water Works, Water Quality and Treatment",Payroll,101 - WATER WORKS,"$1,002,962.86"
306,"Water Works, Engineering",Materials and Supplies,101 - WATER WORKS,"$3,675.16"
306,"Water Works, Engineering",Contractual Services,101 - WATER WORKS,"$4,890.02"
306,"Water Works, Engineering",Payroll,101 - WATER WORKS,"$66,156.10"
306,"Water Works, Engineering",Payroll,101 - WATER WORKS,"$4,834.85"
307,"Water Works, IT",Fixed Costs,101 - WATER WORKS,"$118,601.66"
307,"Water Works, IT",Fixed Costs,101 - WATER WORKS,"$5,600.00"
307,"Water Works, IT",Payroll,101 - WATER WORKS,"$371,831.78"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$30,750.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$84,723.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$810,251.80"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$712,055.84"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$425,020.28"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$628,131.82"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$211,451.25"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$114,506.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$157,325.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$674,466.63"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$80,974.35"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$192,475.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$179,096.43"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$5,076.95"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$10,630.53"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$18,333.82"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$66,559.11"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$13,467.49"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$200,925.45"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$10,411.34"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$7,977.74"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$378,053.74"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$1,402,363.88"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$799,129.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$1,797,615.18"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$151,558.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$37,555.76"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$522,910.96"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$4,980.03"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$6,151.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$2,254.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$3,319.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$3,683.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$2,201.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$5,027.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$44,074.29"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$6,700.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$5,809.75"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$11,890.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$10,823.00"
410,"Sewers, Director/Stormwater",Capital,980 - CAPITAL PROJECTS,"$48,816.44"
410,"Sewers, Director/Stormwater",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$60,000.00"
410,"Sewers, Director/Stormwater",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,070.98"
410,"Sewers, Director/Stormwater",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$913,567.09"
410,"Sewers, Director/Stormwater",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$151,148.10"
410,"Sewers, Director/Stormwater",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$498,978.52"
410,"Sewers, Director/Stormwater",Contractual Services,107 - STORMWATER MANAGEMENT,"$107,703.60"
410,"Sewers, Director/Stormwater",Contractual Services,107 - STORMWATER MANAGEMENT,"$20,235.20"
410,"Sewers, Director/Stormwater",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,924.93"
420,"Sewers, Wastewater Engineering",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"-$234,971.28"
420,"Sewers, Wastewater Engineering",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$17,561.02"
421,"Sewers, Project Delivery",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,239.25"
421,"Sewers, Project Delivery",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$33,819.17"
421,"Sewers, Project Delivery",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$21,761.91"
421,"Sewers, Project Delivery",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$11,447.77"
421,"Sewers, Project Delivery",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,225.00"
421,"Sewers, Project Delivery",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$174,817.84"
430,"Sewers, Wastewater Administration",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$12,930.21"
430,"Sewers, Wastewater Administration",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,223.65"
430,"Sewers, Wastewater Administration",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$9,000.00"
430,"Sewers, Wastewater Administration",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$11,955.25"
431,"Sewers, Wastewater Administration",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$17,186.45"
431,"Sewers, Wastewater Administration",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$203,721.20"
431,"Sewers, Wastewater Administration",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,524.28"
431,"Sewers, Wastewater Administration",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$36,363.16"
441,"Sewers, Superintendent",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"-$15,454.69"
441,"Sewers, Superintendent",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$10,574.79"
441,"Sewers, Superintendent",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$19,929.54"
442,"Sewers, Millcreek",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$37,318.16"
442,"Sewers, Millcreek",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$547,434.90"
442,"Sewers, Millcreek",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,130.63"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,147.42"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$6,590.00"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$95,820.07"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$25,980.73"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$13,392.19"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$6,870.30"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$14,991.58"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,523.20"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,936.44"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$15,098.40"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$6,829.00"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,258.20"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,070.00"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$22,910.00"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,758.75"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,234.45"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$89,022.00"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,903.18"
442,"Sewers, Millcreek",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$61,492.07"
442,"Sewers, Millcreek",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$304,409.69"
443,"Sewers, Little Miami",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,215.83"
443,"Sewers, Little Miami",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$16,466.74"
443,"Sewers, Little Miami",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,637.82"
443,"Sewers, Little Miami",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,923.50"
443,"Sewers, Little Miami",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$7,331.47"
443,"Sewers, Little Miami",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,235.18"
443,"Sewers, Little Miami",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,377.95"
443,"Sewers, Little Miami",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$9,988.12"
443,"Sewers, Little Miami",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,491.05"
444,"Sewers, Muddy Creek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,172.00"
444,"Sewers, Muddy Creek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,326.00"
444,"Sewers, Muddy Creek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,275.00"
